V1,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,V10,ppm.1,Intensity.1,Width.1,Area.1,Type.1,Flags.1,Impurity/Compound.1,Annotation.1,V19,ppm.2,Intensity.2,Width.2,Area.2,Type.2,Flags.2,Impurity/Compound.2,Annotation.2,V28,ppm.3,Intensity.3,Width.3,Area.3,Type.3,Flags.3,Impurity/Compound.3,Annotation.3,V37,ppm.4,Intensity.4,Width.4,Area.4,Type.4,Flags.4,Impurity/Compound.4,Annotation.4,V46,ppm.5,Intensity.5,Width.5,Area.5,Type.5,Flags.5,Impurity/Compound.5,Annotation.5,V55,ppm.6,Intensity.6,Width.6,Area.6,Type.6,Flags.6,Impurity/Compound.6,Annotation.6,V64,ppm.7,Intensity.7,Width.7,Area.7,Type.7,Flags.7,Impurity/Compound.7,Annotation.7,V73,ppm.8,Intensity.8,Width.8,Area.8,Type.8,Flags.8,Impurity/Compound.8,Annotation.8,V82,ppm.9,Intensity.9,Width.9,Area.9,Type.9,Flags.9,Impurity/Compound.9,Annotation.9,V91,ppm.10,Intensity.10,Width.10,Area.10,Type.10,Flags.10,Impurity/Compound.10,Annotation.10,V100,ppm.11,Intensity.11,Width.11,Area.11,Type.11,Flags.11,Impurity/Compound.11,Annotation.11,source,V109,ppm.12,Intensity.12,Width.12,Area.12,Type.12,Flags.12,Impurity/Compound.12,Annotation.12,v
18,4.09,0,0.68,0.04,Artifact,Weak,NA,NA,43,2.94,0,8.63,1.66,Compound,None,NA,NA,68,2.19,0,1.9,1.09,Compound,None,NA,NA,93,1.22,0,3.16,0.37,Compound,Weak,NA,NA,118,0.09,0,1.09,0.12,Impurity,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//136.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,4.02,0,13.05,1.55,Compound,None,NA,NA,44,2.92,0,6.21,1.16,Compound,None,NA,NA,69,2.18,0,2.31,0.31,Compound,Weak,NA,NA,94,1.19,0.1,1.51,1.11,Compound,None,NA,NA,119,0.08,0.4,0.98,4.83,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//136.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,3.95,0,4.06,0.71,Compound,None,NA,NA,45,2.9,0,5.74,0.55,Compound,None,NA,NA,70,2.16,0,0.73,0.07,Impurity,Weak,NA,NA,95,1.16,0,1.73,0.37,Compound,None,NA,NA,120,0.07,0,0.82,0.12,Impurity,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//136.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,3.94,0,6.07,1.19,Compound,None,NA,NA,46,2.83,0,0.46,0.03,Artifact,Weak,NA,NA,71,2.08,0,1.15,0.14,Impurity,Weak,NA,NA,96,1.15,0.1,3.26,2.15,Compound,None,NA,NA,121,0.07,0,2.01,0.92,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//136.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,3.8,0,1.7,0.16,Impurity,Weak,NA,NA,47,2.77,0,19.24,8.22,Compound,None,NA,NA,72,2.07,0,1.19,0.09,Artifact,Weak,NA,NA,97,1.12,0,0.75,0.08,Impurity,Weak,NA,NA,122,0.06,0,1.78,0.35,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//136.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,3.72,0,15.74,1.82,Compound,None,NA,NA,48,2.68,0.1,1.35,1.79,Solvent,Weak + C13_Sat,NA,NA,73,2.06,0,27.24,5.28,Compound,None,NA,NA,98,1.11,0,1.59,0.33,Impurity,Weak,NA,NA,123,0,0,0.5,0.02,CS Reference,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//136.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,3.68,0,0.7,0.05,Artifact,Weak,NA,NA,49,2.67,0.3,1.65,6.7,Solvent,Weak + C13_Sat,NA,NA,74,1.91,0.1,0.95,1.08,Compound,None,NA,NA,99,1.09,0,1.6,0.26,Compound,Weak,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//136.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,3.57,0,0.72,0.1,Impurity,Weak,NA,NA,50,2.67,0.4,1.65,9.51,Solvent,Weak + C13_Sat,NA,NA,75,1.87,0,26.39,5.35,Compound,None,NA,NA,100,1.07,0.1,0.98,1.42,Compound,None,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//136.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12.78,0,0.54,0.04,Artifact,Weak,NA,NA,28,3.45,0,4.34,2.86,Artifact,Weak,NA,NA,55,2.32,0.3,1.74,6.42,Solvent,Weak + C13_Sat,NA,NA,82,1.25,0.1,3.81,4.74,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,10.2,0,1.2,0.09,Artifact,Weak,NA,NA,29,3.44,0,4.57,2.8,Artifact,Weak,NA,NA,56,2.32,0.1,1.46,1.83,Solvent,Weak + C13_Sat,NA,NA,83,1.23,0.2,3.96,12.46,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,9.29,0,0.79,0.06,Artifact,Weak,NA,NA,30,3.44,0,1.06,0.25,Artifact,Weak,NA,NA,57,2.28,0,2.8,0.24,Impurity,Weak,NA,NA,84,1.19,0.2,1.82,3.6,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,7.63,0,47.33,8.07,Compound,None,NA,NA,31,3.43,0,5.69,2.76,Artifact,Weak,NA,NA,58,2.26,0,1.71,0.26,Impurity,Weak,NA,NA,85,1.17,0,2.48,0.29,Compound,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,7.22,0.1,13.04,24.19,Compound,None,NA,NA,32,3.42,0.1,3.77,3.4,Artifact,Weak,NA,NA,59,2.23,0,2.23,1.32,Compound,None,NA,NA,86,1.16,0,2.2,0.79,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,7.1,0,26.49,14.95,Compound,None,NA,NA,33,3.42,0,3.63,2.08,Artifact,Weak,NA,NA,60,2.22,0,8.75,0.73,Artifact,Weak,NA,NA,87,1.15,0.1,3.3,1.81,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7.09,0.1,9.77,11.08,Compound,None,NA,NA,34,3.41,0.1,9.36,17.12,Artifact,Weak,NA,NA,61,2.21,0.1,2.34,2.85,Compound,None,NA,NA,88,1.13,0,30.12,3.8,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6.96,0.1,14.58,25.01,Compound,None,NA,NA,35,3.37,0.4,17.29,82.02,Artifact,Weak,NA,NA,62,2.19,0,2.37,1.52,Compound,None,NA,NA,89,1.11,0,0.82,0.17,Compound,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6.8,0,1.41,0.39,Impurity,None,NA,NA,36,2.94,0,12.23,1.5,Compound,None,NA,NA,63,2.18,0,2.53,0.35,Compound,None,NA,NA,90,1.07,0.1,1.33,1.09,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,6.53,0,2.51,0.2,Compound,None,NA,NA,37,2.92,0,7.09,1.35,Compound,None,NA,NA,64,2.16,0,1.67,0.12,Artifact,Weak,NA,NA,91,1.06,0,2.39,0.45,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,6.52,0.1,1.64,1.28,Compound,None,NA,NA,38,2.79,0,4.92,0.49,Artifact,Weak,NA,NA,65,2.08,0,2.95,0.23,Artifact,Weak,NA,NA,92,1.05,0.1,1.55,2.5,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,4.36,0,1.74,0.15,Impurity,Weak,NA,NA,39,2.76,0,17.66,5.7,Compound,None,NA,NA,66,2.06,0,1.69,0.1,Artifact,Weak,NA,NA,93,1.04,0.4,3.63,15.98,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,4.34,0,2.11,0.5,Impurity,None,NA,NA,40,2.68,0.1,1.41,1.75,Solvent,Weak + C13_Sat,NA,NA,67,2.04,0,1.12,0.09,Artifact,Weak,NA,NA,94,1.03,0.4,4.11,17.73,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,4.33,0,1.56,0.21,Impurity,Weak,NA,NA,41,2.67,0.3,1.84,7.09,Solvent,Weak + C13_Sat,NA,NA,68,1.91,0.1,1.18,1.09,Compound,None,NA,NA,95,1.02,0,3.37,1.83,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,4.31,0,1.19,0.13,Impurity,Weak,NA,NA,42,2.67,0.4,1.96,10.94,Solvent,Weak + C13_Sat,NA,NA,69,1.7,0,1.14,0.23,Impurity,None,NA,NA,96,1,0,2.66,0.7,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,4.31,0,1.76,0.37,Impurity,None,NA,NA,43,2.66,0.3,1.67,5.81,Solvent,Weak + C13_Sat,NA,NA,70,1.56,0,2.28,0.28,Compound,Weak,NA,NA,97,0.99,0,1.06,0.08,Artifact,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,4.02,0,15.08,1.56,Compound,None,NA,NA,44,2.66,0.1,1.38,1.61,Solvent,Weak + C13_Sat,NA,NA,71,1.54,0,4.07,1.23,Compound,None,NA,NA,98,0.87,0,20.46,14.25,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,3.95,0,10.08,1.85,Compound,None,NA,NA,45,2.62,0,25.26,3.8,Artifact,Weak,NA,NA,72,1.52,0,4.37,2.59,Compound,None,NA,NA,99,0.86,0,1.27,0.42,Impurity,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,3.59,0,0.93,0.07,Artifact,Weak,NA,NA,46,2.52,0.1,1.19,1.8,Artifact,Weak,NA,NA,73,1.5,0.1,7.59,6.29,Compound,None,NA,NA,100,0.85,0,1.9,0.45,Impurity,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,3.57,0,1.06,0.08,Impurity,Weak,NA,NA,47,2.51,20.2,1.44,334.39,Solvent,None,NA,NA,74,1.49,0,3.79,1.73,Compound,None,NA,NA,101,0.85,0,2.46,0.78,Impurity,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,3.55,0,7.91,1.73,Artifact,Weak,NA,NA,48,2.5,52.2,1.85,1234.56,Solvent,None,NA,NA,75,1.47,0,2.12,0.27,Compound,Weak,NA,NA,102,0.83,0,13.32,6.18,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,3.53,0,1.95,0.23,Artifact,Weak,NA,NA,49,2.5,83.3,1.98,2184.81,Solvent,None,NA,NA,76,1.35,0,2.5,0.8,Compound,None,NA,NA,103,0.13,0,1.25,0.2,Impurity,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,3.51,0.7,2.63,21.61,Compound,None,NA,NA,50,2.5,48.2,1.62,930.17,Solvent,None,NA,NA,77,1.34,0,4.22,0.71,Compound,None,NA,NA,104,0.09,0,1.3,0.14,Compound,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,3.49,0,2.71,0.65,Artifact,Weak,NA,NA,51,2.49,20.9,1.56,342.34,Solvent,None,NA,NA,78,1.33,0,2.85,0.47,Compound,None,NA,NA,105,0.08,0.3,1.16,3.96,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,3.48,0.1,16.7,25.86,Artifact,Weak,NA,NA,52,2.34,0.1,1.61,2.27,Solvent,Weak + C13_Sat,NA,NA,79,1.32,0,3.6,0.92,Compound,None,NA,NA,106,0.07,0,0.68,0.06,Artifact,Weak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,3.46,0,2.47,0.45,Artifact,Weak,NA,NA,53,2.33,0.3,1.74,6.64,Solvent,Weak + C13_Sat,NA,NA,80,1.3,0,3.52,1.29,Compound,None,NA,NA,107,0.07,0,1.55,0.63,Compound,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,data/nmr_peaks//137.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
